         419927 function calls (406503 primitive calls) in 5.220 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       98    0.000    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axis.py:786(get_transform)
     11/2    0.000    0.000    0.239    0.120 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/artist.py:31(draw_wrapper)
      590    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/font_manager.py:706(get_file)
       19    0.000    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/offsetbox.py:76(_get_packed_offsets)
       29    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/collections/__init__.py:1009(__getitem__)
       25    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axis.py:207(_apply_tickdir)
        1    0.000    0.000    0.904    0.904 /Users/guiguiclaudon/Documents/GitHub/Genetic-Programming/Modules/graphing.py:63(draw_function)
       32    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axis.py:744(_get_axis_name)
       79    0.000    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/lines.py:1211(set_markeredgecolor)
       35    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/numpy/core/getlimits.py:589(smallest_normal)
      588    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/font_manager.py:864(get_math_fontfamily)
       17    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/.vscode/extensions/ms-python.debugpy-2024.6.0-darwin-arm64/bundled/libs/debugpy/_vendored/pydevd/pydevd.py:1626(notify_thread_created)
      674    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/numpy/core/multiarray.py:85(empty_like)
        2    0.000    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/igraph/drawing/metamagic.py:152(__new__)
      5/1    0.000    0.000    0.019    0.019 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/offsetbox.py:406(draw)
     1031    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       79    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/lines.py:1041(set_antialiased)
       77    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/transforms.py:1773(__array__)
       20    0.000    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/pathlib.py:407(_load_parts)
       17    0.000    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/transforms.py:2746(_revalidate)
        2    0.000    0.000    0.001    0.001 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/gridspec.py:658(get_position)
      672    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/numpy/lib/twodim_base.py:230(_diag_dispatcher)
      4/2    0.000    0.000    0.463    0.232 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/image.py:114(_draw_list_compositing_images)
       16    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/bezier.py:15(_comb)
        9    0.000    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/ticker.py:747(_set_order_of_magnitude)
        8    0.000    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axes/_base.py:4283(get_children)
       18    0.000    0.000    0.013    0.001 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/ticker.py:2138(__call__)
      434    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
       34    0.000    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/patches.py:453(set_capstyle)
       16    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/transforms.py:362(size)
        2    0.000    0.000    0.015    0.008 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axis.py:2358(_update_label_position)
       79    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/lines.py:1100(set_gapcolor)
        2    0.000    0.000    0.469    0.234 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/backends/backend_macosx.py:46(draw)
       13    0.000    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axes/_base.py:937(get_xaxis_text1_transform)
        7    0.000    0.000    0.006    0.001 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/text.py:1567(_check_xy)
       66    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axes/_base.py:559(_axis_map)
       82    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/text.py:321(set_antialiased)
        2    0.000    0.000    0.084    0.042 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/backend_bases.py:2682(create_with_canvas)
        7    0.000    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/patches.py:1557(_recompute_transform)
     14/5    0.000    0.000    0.012    0.002 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/offsetbox.py:364(get_bbox)
      284    0.000    0.000    0.000    0.000 {built-in method sys.intern}
    30/28    0.000    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/cbook.py:1685(_safe_first_finite)
        4    0.000    0.000    0.003    0.001 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axes/_base.py:233(__call__)
        4    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/backend_bases.py:1719(__init__)
        7    0.000    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/GitHub/Genetic-Programming/Modules/objects.py:94(full)
        1    0.000    0.000    0.007    0.007 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/igraph/drawing/matplotlib/graph.py:509(_draw_vertices)
        8    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/transforms.py:1054(set)
       72    0.000    0.000    0.003    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axis.py:2265(getter)
       41    0.000    0.000    0.002    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/copy.py:225(_deepcopy_method)
        6    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axis.py:1893(set_major_locator)
      242    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/_collections_abc.py:341(__subclasshook__)
       79    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/lines.py:550(set_markevery)
       41    0.000    0.000    0.007    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/path.py:279(__deepcopy__)
       94    0.000    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/figure.py:2761(_set_dpi)
       26    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/patches.py:493(set_hatch)
        8    0.000    0.000    0.005    0.001 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/spines.py:432(linear_spine)
      226    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        2    0.000    0.000    0.055    0.027 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/backends/backend_macosx.py:161(_close_button_pressed)
        1    0.000    0.000    0.004    0.004 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/igraph/drawing/matplotlib/graph.py:542(_draw_edges)
       13    0.000    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/spines.py:234(_adjust_location)
        2    0.000    0.000    0.176    0.088 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/backend_bases.py:3404(new_figure_manager)
      672    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/numpy/lib/polynomial.py:168(_roots_dispatcher)
        4    0.000    0.000    0.000    0.000 {method 'set_cursor' of '_macosx.FigureCanvas' objects}
        6    0.000    0.000    0.002    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axis.py:2514(get_tick_space)
      297    0.000    0.000    0.002    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/numpy/core/_methods.py:39(_amax)
       18    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/ticker.py:1904(scale_range)
        4    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/figure.py:3005(set_size_inches)
       25    0.000    0.000    0.042    0.002 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/text.py:73(_get_text_metrics_with_cache_impl)
      7/4    0.000    0.000    0.021    0.005 <frozen importlib._bootstrap>:1349(_find_and_load)
       17    0.000    0.000    0.089    0.005 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axis.py:1606(get_major_ticks)
       71    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
       82    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
       46    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        7    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1491(_get_spec)
        4    0.000    0.000    0.033    0.008 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/ticker.py:425(__init__)
       33    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/figure.py:2736(axes)
       18    0.000    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axes/_base.py:3569(_validate_converted_limits)
        4    0.000    0.000    0.002    0.001 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/patches.py:694(__init__)
       28    0.000    0.000    0.002    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/igraph/configuration.py:257(__getitem__)
        2    0.000    0.000    0.000    0.000 {method 'update' of '_macosx.FigureCanvas' objects}
       12    0.000    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axes/_base.py:1017(get_yaxis_text1_transform)
       60    0.000    0.000    0.000    0.000 {method 'clear' of 'matplotlib.ft2font.FT2Font' objects}
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/cm.py:613(norm)
      187    0.000    0.000    0.008    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/font_manager.py:649(__eq__)
        8    0.000    0.000    0.046    0.006 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axis.py:1658(grid)
        2    0.000    0.000    0.008    0.004 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axes/_base.py:810(_init_axis)
       36    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/backend_bases.py:1263(__init__)
      259    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/_api/__init__.py:152(<genexpr>)
       84    0.000    0.000    0.000    0.000 {method 'flatten' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.067    0.067 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axis.py:1320(get_tightbbox)
       85    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/backend_bases.py:969(set_foreground)
      133    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/threading.py:299(__enter__)
        8    0.000    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/backend_bases.py:1946(get_width_height)
       23    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/weakref.py:68(__call__)
       17    0.000    0.000    0.001    0.000 /Users/guiguiclaudon/.vscode/extensions/ms-python.debugpy-2024.6.0-darwin-arm64/bundled/libs/debugpy/_vendored/pydevd/pydevd.py:250(can_exit)
       26    0.000    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/artist.py:1001(set_alpha)
       20    0.000    0.000    0.048    0.002 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/artist.py:754(set_clip_box)
        2    0.000    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/figure.py:186(__init__)
       13    0.000    0.000    0.002    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axes/_base.py:963(get_xaxis_text2_transform)
       22    0.000    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/transforms.py:2324(blended_transform_factory)
       28    0.000    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/igraph/configuration.py:221(_get)
        4    0.000    0.000    0.033    0.008 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/ticker.py:537(set_useMathText)
